Date,Symbol,Close,LogReturn
2024-01-02 00:00:00+00:00,UE,18.25,-0.0165749225906228
2024-01-04 00:00:00+00:00,UE,18.100000381469727,0.0083218019095776
2024-01-08 00:00:00+00:00,UE,18.100000381469727,0.0077649474493131
2024-01-10 00:00:00+00:00,UE,18.049999237060547,0.0011085672120499
2024-01-12 00:00:00+00:00,UE,17.8799991607666,-0.0005591405953387
2024-01-16 00:00:00+00:00,UE,17.65999984741211,-0.0123805362728729
2024-01-18 00:00:00+00:00,UE,17.309999465942383,-0.007482110767834
2024-01-22 00:00:00+00:00,UE,17.530000686645508,0.0028563940633443
2024-01-24 00:00:00+00:00,UE,17.299999237060547,-0.0120657019660671
2024-01-26 00:00:00+00:00,UE,17.65999984741211,-0.0078962279007684
2024-01-28 00:00:00+00:00,UE,17.75,0.0050833293859217
2024-01-30 00:00:00+00:00,UE,17.600000381469727,-0.0084865922029026
2024-01-02 00:00:00+00:00,HAPI,27.78199958801269,-0.0048348955852053
2024-01-04 00:00:00+00:00,HAPI,27.56800079345703,-0.0028977099933163
2024-01-08 00:00:00+00:00,HAPI,28.07299995422364,0.0157975690095286
2024-01-10 00:00:00+00:00,HAPI,28.23600006103516,0.0063952575588607
2024-01-12 00:00:00+00:00,HAPI,28.295000076293945,0.0016624832939133
2024-01-16 00:00:00+00:00,HAPI,28.143999099731445,-0.0053509572835998
2024-01-18 00:00:00+00:00,HAPI,28.22900009155273,0.0075740193415299
2024-01-22 00:00:00+00:00,HAPI,28.665000915527344,0.0023051135735448
2024-01-24 00:00:00+00:00,HAPI,28.81999969482422,0.0027449323018287
2024-01-26 00:00:00+00:00,HAPI,29.04599952697754,0.000654317855949
2024-01-28 00:00:00+00:00,HAPI,29.277000427246094,0.0079214755203423
2024-01-30 00:00:00+00:00,HAPI,29.26000022888184,-0.0005808360063431
2024-01-02 00:00:00+00:00,IRDM,40.58000183105469,-0.0330692334240432
2024-01-04 00:00:00+00:00,IRDM,39.709999084472656,0.0113968759921038
