Symbol,MeanLogReturn,StdLogReturn,MinLogReturn,MaxLogReturn
ABLLL,1.7586900503159604e-17,0.00789178817202717,-0.019802627296179754,0.022152783746860184
ABLLW,,,,
ABLT,0.0,0.0,0.0,0.0
ABLV,0.000983795509740968,0.05464314555032037,-0.14621660325219163,0.0888213814832867
ABLVW,,,,
ABLZF,-0.0008538343859250428,0.020302366392944204,-0.034853292867330826,0.0294422180980314
ABM,-0.0032025863399109213,0.010932487911202748,-0.02615266052649475,0.0159242380270938
ABMBF,-2.921639538487254e-18,0.09589402415059362,-0.2876820724517809,0.28768207245178085
ABMC,-0.03648143055578659,0.15901886910847063,-0.6931471805599453,0.0
ABMRF,0.0037201844536119744,0.013291685992115939,0.0,0.05707786580342143
ABMT,0.0,0.0,0.0,0.0
ABNAF,-0.0019432520194451967,0.056720174885838345,-0.10981494139998625,0.13626877762728015
ABNB,0.005551554394075729,0.017816296989305903,-0.02158020142170459,0.05149730391080686
ABNY,,,,
ABOIF,0.0,0.0,0.0,0.0
ABOS,-0.013227076020254165,0.043273002748567525,-0.11000096452205459,0.05406724063500731
ABPR,0.0,0.0,0.0,0.0
ABQQ,-0.006639543545089905,0.1378653531422447,-0.24846136407451294,0.2135741386767371
ABR,-0.0029898018328059234,0.019982889066067787,-0.03758270754546022,0.034264560730547504
ABR.PRD,,,,
ABR.PRE,,,,
ABR.PRF,,,,
ABRMF,0.01262898495165861,0.08451302872449927,-0.13266237842964995,0.23151527219172796
ABSCF,0.0,0.0,0.0,0.0
ABSI,0.0023023441265097,0.058053260803411194,-0.10178271755173832,0.14383721124518312
ABSOF,0.0,0.0,0.0,0.0
ABSSF,-0.006702075661774013,0.029868056944428272,-0.06979576596997039,0.04614117742952852
ABT,0.0017110976095957619,0.010355368526138109,-0.02874249917109447,0.015052702043125612
ABTI,0.018141063990474313,0.0552062940196068,0.0,0.20157936620832212
ABTS,-0.009765926991749734,0.06874738768259908,-0.167054026308968,0.12228955195992545
ABTZY,-0.006931246197005318,0.030212601725546788,-0.13169367774310103,0.0
ABUS,-0.0027103409011059796,0.023416698598692238,-0.035367110698028795,0.06506353024415036
ABVC,0.009960104883548404,0.14188686903287479,-0.3139302950222366,0.47519837920916275
ABVE,,,,
ABVEW,,,,
ABVG,,,,
ABVN,0.0,0.0,0.0,0.0
ABVX,0.009147246801935736,0.02250415249535205,-0.031408160991201445,0.054234807569765016
ABWN,0.0,0.0,0.0,0.0
ABXXF,-0.0005886696634518216,0.018263912939017968,-0.036933173596662545,0.0344610222205526
ABZPF,0.0,0.0,0.0,0.0
ABZPY,0.0,0.0,0.0,0.0
ABZT,,,,
ABZUF,,,,
AC,-0.000848916937093089,0.008413722760083554,-0.01528945881922548,0.013190892303597818
ACA,-0.0011940089404880029,0.015710660027632058,-0.03700441687258703,0.022914256692827692
ACAB,0.00118056978918652,0.020653372662443582,-0.05870756736452069,0.05505972416541927
ACABU,0.0,0.0,0.0,0.0
ACABW,,,,
ACAD,-0.007365273953640439,0.0214603330262931,-0.04537137848276195,0.022027335737874704
ACAGF,,,,
ACAI,0.0,0.0,0.0,0.0
ACAN,0.007681784805739193,0.181280145353526,-0.41376392785599736,0.4877032026105096
ACASF,,,,
ACAZF,-0.00497676660208193,0.013367952668574757,-0.03286503685270813,0.016222838238793412
ACB,-0.009573714902478287,0.029983566798653355,-0.07966743888171145,0.04804977191398276
ACBCQ,0.0,0.0,0.0,0.0
ACBD,0.025668590043509933,0.1118867900228341,0.0,0.4877032108266887
ACBM,0.0,0.0,0.0,0.0
ACCD,0.00030335569066231683,0.07135222681876152,-0.08269165618920148,0.2546555552703887
ACCEF,,,,
ACCFF,0.0,0.0,0.0,0.0
ACCLF,,,,
ACCMF,0.007400938304973551,0.03134954919409246,0.0,0.136808212184433
ACCO,-0.0006758555611728995,0.016932391380567555,-0.036128690135271174,0.03143353291277555
ACCR,0.005545293701737043,0.31371831263285255,-0.5877866002269413,0.8109302243007263
ACCT,,,,
ACCT.WS,,,,
ACCYY,0.0029850650995417944,0.009502179459307395,-0.00921667767257737,0.02059272868715505
ACDBF,,,,
ACDC,0.0019423432787069967,0.03244053437739265,-0.06794022465840101,0.0700285992878746
ACDSF,-0.004328322689562611,0.01693149329984227,-0.037387608107253376,0.0318933325926575
ACDVF,-0.00040038532435579294,0.020951475328291266,-0.04572669024097648,0.03629001690715264
ACDXF,0.0015131268959822993,0.21184181904713342,-0.4942963299574909,0.6733446279318933
ACEEU,,,,
ACEHF,0.0,0.0,0.0,0.0
ACEJF,0.0,0.0,0.0,0.0
ACEL,0.0005065609696836538,0.01515223001143171,-0.04449570348858135,0.023128279985255937
ACENY,,,,
ACES,-0.00828798022730568,0.020590193037311653,-0.037931162487232176,0.04001198288097607
ACET,0.019111674794580324,0.12136998374513723,-0.1328209136948797,0.33821287941346445
ACEYY,0.02075793960574364,0.09048176101755705,0.0,0.39440085250912915
ACFL,0.0,0.0,0.0,0.0
ACFN,-0.005413547356877627,0.03934132422024421,-0.09745535116920627,0.05365270004292287
ACGAF,,,,
ACGBF,0.002845640472921065,0.008524606985893558,0.0,0.027398947339175996
ACGBY,0.0007190980366749364,0.014182928864265277,-0.018967935324820235,0.038343319166942565
ACGI,0.0,0.0,0.0,0.0
ACGJ,,,,
ACGL,0.0033924091249478696,0.009055330472480687,-0.012657586537706718,0.024025157223084573
ACGLN,0.0008475447869038821,0.0050388902311642204,-0.0060120841912789675,0.01150873524369348
ACGLO,-0.00040160009227275883,0.005800509638243508,-0.00817386934195398,0.01290671602438847
ACGX,0.006922190394000178,0.06968884272915075,-0.14095117282858735,0.11778309774455455
ACGYF,0.0006847051652293624,0.0029845606213551104,0.0,0.013009398139357885
ACHC,0.003937871622040825,0.016255282499945713,-0.020395721921542286,0.04355674280225773
ACHFF,0.0008527358191874353,0.019388755345836325,-0.03077162963851731,0.04157649808838032
ACHKF,0.0,0.0,0.0,0.0
ACHL,0.0010753708844544192,0.0370111258321361,-0.06524052539321737,0.074963037680313
ACHR,-0.008007615637888455,0.03159315791947023,-0.07865986874615888,0.053637478698065164
ACHR.WS,,,,
ACHV,0.009237039146681936,0.039735289721863444,-0.04780785850148162,0.12192577860890011
ACI,-0.002744559901625829,0.008105906968215199,-0.01866712733239161,0.021940326334595563
ACIBF,,,,
ACIC,0.009451129228594106,0.04854463160288494,-0.05216824898449112,0.18501418771245268
ACIO,0.0017391397018958925,0.004206152662551825,-0.004854373689207107,0.010623820587493109
ACIRF,0.0,0.0,0.0,0.0
ACITF,0.0,0.0,0.0,0.0
ACIU,-0.019304084121950848,0.0466669914194909,-0.09063365319876744,0.12914085498098973
ACIW,0.0008591699176966956,0.015896854387643242,-0.028377750534787204,0.026185412559033606
ACIXF,0.0,0.0,0.0,0.0
ACJJF,0.0,0.0,0.0,0.0
ACKAY,-0.003398379099063019,0.02412475166048417,-0.09980323026859912,0.025169929778354753
ACKDF,0.0,0.0,0.0,0.0
ACKRF,-0.005545288990660958,0.04263426159355761,-0.1053604908225583,0.1053604908225584
ACLEW,,,,
ACLHF,-0.004535666172594755,0.05801093053624352,-0.09180752914359372,0.11430478522353171
ACLIF,0.007251738416672781,0.0316095949232683,0.0,0.13778302991678285
ACLLF,-0.0010758261235095407,0.011920997216344799,-0.03169149541150993,0.02255327922631526
ACLLY,0.0016677744018204356,0.015402429859895097,-0.03393699731371935,0.0234926867491695
ACLS,0.003545046637035845,0.029812113694638626,-0.040418925161821925,0.047153072811049225
ACLTF,0.0,0.0,0.0,0.0
ACLX,0.006590288711547157,0.029941534548045826,-0.047089680245348924,0.05698987181846776
ACM,-0.0010916943252668953,0.010331584822519236,-0.026668287610631964,0.011827651614994581
ACMB,0.0425700858937079,0.1855587024285191,0.0,0.80883163198045
ACMDY,0.0,0.0,0.0,0.0
ACMLF,0.0,0.0,0.0,0.0
ACMNF,,,,
ACMR,-0.0018942520917692364,0.05274183461284419,-0.0647690244889791,0.13132693179745047
ACMT,0.0,0.0,0.0,0.0
ACMTA,0.0,0.0,0.0,0.0
ACN,0.0035745307255132166,0.010634627792454393,-0.026285023707547567,0.023740957422842136
ACNB,-0.004236396159049615,0.03317275606488726,-0.07529047938719684,0.0627860706169104
ACNDF,-0.003949220558214984,0.010266687484150043,-0.037271358912990785,0.0
ACNE,0.0,0.0,0.0,0.0
ACNFF,-0.0005755112504501413,0.0017258068528888165,-0.005712750013208764,0.0
ACNI,0.0,0.0,0.0,0.0
ACNT,0.0025167278374834713,0.02573089377896684,-0.0560894368158146,0.05726942091328355
ACNV,0.0,0.0,0.0,0.0
ACOGF,0.014420459127433416,0.056824388336083526,-0.11672427527028265,0.10212506568504547
ACOLF,0.0,0.0,0.0,0.0
ACON,-0.01629794540212484,0.13350649742215612,-0.19388229464491535,0.4205429637417268
ACONW,,,,
ACOPF,0.004945064096547077,0.02878752643369618,-0.05319328453883878,0.06971464913417004
ACOPY,0.0058777202380608405,0.03399387190065504,-0.06118681624727182,0.12028613360732639
ACP,0.0009274518258817179,0.0077104376280901,-0.016117584472276895,0.013091118242432708
ACP.PRA,,,,
ACPIF,0.0,0.0,0.0,0.0
ACPS,0.0,0.0,0.0,0.0
ACR,0.0009024298208583124,0.02414254984005109,-0.04975124296696663,0.06181167881066298
ACR.PRC,,,,
ACR.PRD,,,,
ACRB,0.0,0.0,0.0,0.0
ACRDF,-0.013104463359643964,0.09293720959892628,-0.19446391671742078,0.13102824802809074
ACRE,-0.0004127984277777486,0.01630753780777782,-0.03196397345731285,0.02350742625767737
ACRFF,0.0026338174517503005,0.0173402771250386,-0.025635709519918372,0.06637506987219689
ACRG,-0.013227075172679258,0.0298168623886836,-0.0630581585393103,0.05715841383994862
ACRHF,0.006421841283175242,0.08164051102469949,-0.0915671858707842,0.1999764906108089
ACRL,0.020383305202068852,0.09297503127545775,-0.1823215567939546,0.22314352544413746
ACRS,0.007464751177826567,0.09105629515264176,-0.241872518813393,0.22746315684907845
ACRU,-0.017282379353958332,0.0517700355992765,-0.1658463062766776,0.0
ACRV,-0.01595279622337368,0.043289297512803214,-0.0822381311016894,0.08442876259251836
ACRXF,0.0,0.0,0.0,0.0
ACSAF,-0.0022965213518219923,0.017281906360208914,-0.06937851561833415,0.025744609933716293
ACSAY,-0.006220682347788849,0.02759085017759063,-0.11009578977958687,0.021078028364054018
ACSI,0.00030242837097484783,0.005696043655551349,-0.012222241263397495,0.012136813835964207
ACSKF,,,,
ACST,-0.006270664855491606,0.054149115549529246,-0.17233293514861692,0.10030187569338951
ACSYF,-2.373832125020894e-18,0.008658487423941643,-0.025975462271824953,0.025975462271824908
ACT,0.0008199664025606716,0.009675177354902354,-0.017889564262425082,0.0166266889276609
ACTG,0.0014565660397423007,0.016044279158738316,-0.028685182535356252,0.03881472880363087
ACTHF,,,,
ACTL,0.0,0.0,0.0,0.0
ACTU,,,,
ACTV,-0.00044135979805756513,0.010412111945679517,-0.023102303545000997,0.016868954299498872
ACTX,0.0,0.0,0.0,0.0
ACU,0.006839174232926254,0.02671274934356397,-0.04132819418954494,0.053602404624558266
ACUR,0.03904932955660928,0.12928276365787608,0.0,0.5596157047816218
ACUS,0.0,0.0,0.0,0.0
ACUT,-0.0018106023371258569,0.07518331313106275,-0.1623228961887801,0.18785718114556538
ACV,0.002492047697533896,0.0084448952267982,-0.010826250756164687,0.017029769210481903
ACVA,-0.005667183536782416,0.03001303106770449,-0.040644230782850094,0.0736310111447408
ACVF,0.002042504425301208,0.005500970094769626,-0.009267625442387606,0.013121030801803591
ACWEF,-0.00015187618540346985,0.000662012944104172,-0.002885647522665927,0.0
ACWI,0.0012830682743664625,0.0058472897703334675,-0.008811496186538892,0.011919061888544418
ACWRF,0.0,0.0,0.0,0.0
ACWV,0.0008211639781936847,0.0033249795915178616,-0.007216636889109713,0.00662154106937173
ACWX,3.1309288345719075e-05,0.006992728972354066,-0.01740215766950019,0.008744342690163043
ACXIF,-0.00657098721072922,0.018515513489823814,-0.0487362478758552,0.03179793645654713
ACXP,-0.006281409003399948,0.05493596078544503,-0.1222176285044513,0.07515276290076744
ADAD,0.0,0.0,0.0,0.0
ADAG,0.028211359192837786,0.12286387538491239,-0.24413375351088662,0.21556785500097464
ADAP,0.008394647211585044,0.06528404646098863,-0.14769127766606385,0.11624289832478754
ADARF,,,,
ADBE,0.004175142453841281,0.014967029358905442,-0.01437704586461535,0.029622536134993854
ADBKF,0.0,0.0,0.0,0.0
ADBN,,,,
ADBRF,-0.007613160323311864,0.021127610023724933,-0.07054210445413797,0.027683484423672473
ADC,-0.003080042989016981,0.010893649541372145,-0.02390819114322649,0.01717136079192535
ADC.PRA,,,,
ADCNF,0.0,0.0,0.0,0.0
ADCOF,-0.003497111820815941,0.01860081048861203,-0.07980602452953754,0.0076628884954756445
ADCT,0.033765388749077654,0.08104196559797783,-0.12485025914397288,0.2097205432558703
ADCUF,,,,
ADCV,0.0,0.0,0.0,0.0
ADD,-0.0015256583855203579,0.050818320824088194,-0.08223810271852436,0.0870113769896297
ADDDF,-0.0018362168719388207,0.022925232990509286,-0.03788600279660232,0.053291322697940964
ADDHY,0.0,0.0,0.0,0.0
ADDLF,0.0,0.0,0.0,0.0
ADDYY,-0.0012248544329458656,0.021956294321164405,-0.04344403129330735,0.05511928317608568
ADEA,-0.0002526298153250782,0.018993245607676804,-0.03712124993831013,0.041207589076793935
ADEC,,,,
ADERY,0.0,0.0,0.0,0.0
ADEVF,0.00018270759028524006,0.019822217757080606,-0.05770826202567925,0.06117970624109881
ADEX,,,,
ADEX.U,,,,
ADEX.WS,,,,
ADFI,-6.148104040460362e-05,0.00407037666169067,-0.008795109419792157,0.008759269194008618
ADFJF,0.007065266574216494,0.04054456421149208,-0.07275928483246158,0.08487660690237255
ADFS,0.0,0.0,0.0,0.0
ADGCF,-0.0029659458779697453,0.01292825835408114,-0.05635297168142516,0.0
ADGL,,,,
ADGM,,,,
ADGO,0.0,0.0,0.0,0.0
ADHC,0.0163239443376204,0.08570402275712881,-0.1335314030187481,0.19415606335495886
ADHI,-2.921639538487254e-18,0.01578817872830216,-0.042655228482334794,0.05097213987999617
ADHLF,0.0,0.0,0.0,0.0
ADI,0.0003144468725497419,0.01498031139980723,-0.024155485200168712,0.024953225795011805
ADIA,-0.013808647760611055,0.11409446561367531,-0.2876821241919248,0.2623643074516098
ADIL,-0.020742178626777474,0.03523627293047799,-0.09867151624689306,0.031010208081312964
ADIV,-9.989944700318681e-05,0.008494027910058948,-0.01653174047149539,0.011759586861758679
ADKCF,,,,
ADKIL,0.0,0.0,0.0,0.0
ADKT,0.0,0.0,0.0,0.0
ADLI,0.0,0.0,0.0,0.0
ADLRF,0.0,0.0,0.0,0.0
ADLTF,,,,
ADM,-0.013779720646038355,0.06601758466037211,-0.27703364969543637,0.054036875267772094
ADMA,0.008524698326295712,0.03305116967802611,-0.04264207787746594,0.08909250962289281
ADME,0.0018113324023062134,0.004958271079218391,-0.007080151672648436,0.012324724072574867
ADMG,0.0,0.0,0.0,0.0
ADMLF,-0.00540840717772571,0.02629726569689775,-0.04691697618224751,0.062242249479995126
ADMNF,0.0,0.0,0.0,0.0
ADMQ,0.021974390860270095,0.055811309802858325,-0.024692662563777824,0.217064538278096
ADMRF,,,,
ADMT,-0.006199110407608123,0.07821307293372741,-0.22314358856711283,0.11778309774455455
ADMWF,,,,
ADN,-0.016760719838552346,0.04756368334012791,-0.12783339628064666,0.06979578668003551
ADNT,-0.0018494903729883556,0.022892800485307802,-0.0727387086559345,0.03499764834440142
ADNWW,,,,
ADOCY,0.0,0.0,0.0,0.0
ADOOY,0.0021430618351215612,0.04615551561200535,-0.12552398043616225,0.07984293057768893
ADP,0.0011530096920234288,0.005128909511154255,-0.00802008541424388,0.009107853602207769
ADPPF,0.0,0.0,0.0,0.0
ADPT,-0.009927932100882001,0.03721270233174241,-0.07796156831865025,0.0445618436977492
ADPV,0.002290307936849241,0.009731412763546499,-0.017118612476966444,0.017384205180551365
ADPXF,0.0,0.0,0.0,0.0
ADPXY,0.0026943328967815126,0.038455017440229354,-0.06860889963331819,0.12889951567608263
ADRLF,0.0,0.0,0.0,0.0
ADRMF,,,,
ADRNY,-0.0014516191521351828,0.010952000619920334,-0.026103767394806895,0.020113111778681813
ADRZF,0.013380745203754582,0.05966791021831427,-0.010886302096963191,0.25949244210388533
ADRZY,0.0004575762169328539,0.012736160735784423,-0.030823616432863958,0.0360929068889092
ADSE,-7.41793973493063e-05,0.01564789423536249,-0.023989133215563,0.02941392749555068
ADSEW,,,,
ADSGF,0.0,0.0,0.0,0.0
ADSK,0.00479883788941525,0.013176833006406494,-0.030047101027055274,0.030462552417343924
ADST,0.0,0.0,0.0,0.0
ADSV,0.03648143055578659,0.15901886910847063,0.0,0.6931471805599453
ADT,-0.003491954708625939,0.03326949306103608,-0.08791960411159748,0.08970468022045469
ADTC,,,,
ADTLF,-0.00021526217175045858,0.02860495541426941,-0.03278990339455414,0.06344626184803662
ADTN,-0.007607964424908878,0.0341807440437533,-0.11310648797847653,0.03533936739822089
ADTR,0.0,0.0,0.0,0.0
ADTTF,0.012816985141712615,0.023501999674022295,-0.0006129469477249886,0.07773920347930637
ADTX,-0.01052507954978385,0.06733045638655674,-0.12516315542033685,0.14763602572200635
ADUS,-0.0029310216276312046,0.01472776597036816,-0.028173984329660583,0.02833371836134924
ADV,0.008487798873482858,0.03192816455988977,-0.03528184575815347,0.08080406798567928
ADVE,-0.0005502553621327336,0.00730349887956196,-0.016156071485375782,0.0106152534899439
ADVLF,,,,
ADVM,0.013000584260969438,0.051044059379240225,-0.063789649328566,0.12953407494810057
ADVNF,,,,
ADVOF,0.0,0.0,0.0,0.0
ADVT,0.0,0.0,0.0,0.0
ADVWW,,,,
ADWPF,0.0034168186748392963,0.019404341521462753,-0.01699756029540832,0.08191711511735494
ADWYF,,,,
ADX,0.0027328094156581517,0.007189079485710395,-0.012107440410555434,0.015810644766634678
ADXDF,0.0,0.0,0.0,0.0
ADXN,0.028724978438791276,0.10402094376861135,-0.2215920138878595,0.18999918544047437
ADXRF,-0.004452829567506646,0.08245883833393931,-0.23816530716364126,0.20913140516584186
ADXS,-0.008898753295561855,0.07030150161327653,-0.14310092005688446,0.17487870545995307
ADYEY,0.0007902145871268563,0.01830308943495246,-0.033522698843798014,0.038107514194932024
ADYRF,0.0,0.0,0.0,0.0
ADYX,0.0,0.0,0.0,0.0
ADYYF,0.0007554901816675393,0.02718273467322103,-0.03874576657584229,0.05569885012299798
ADZCF,,,,
ADZZF,0.0,0.0,0.0,0.0
AE,-0.0033831139611739565,0.012046305556261381,-0.022746150508779383,0.020834086902842053
AEAE,0.00048065887160504185,0.002859485497985887,-0.004555833954569824,0.007299295494986573
AEAEU,0.0013645975902109861,0.005948142994328816,0.0,0.025927354214008737
AEAEW,,,,
AEBMF,,,,
AEBZY,0.0005511205296789374,0.040588388099616714,-0.06979576596997039,0.08515785429400145
AECFF,0.0,0.0,0.0,0.0
AECLY,0.0,0.0,0.0,0.0
AECX,-0.032790284045862796,0.14292953448590995,-0.6230153968713932,0.0
AEDC,,,,
AEDFF,0.010218737602155652,0.04454244453835563,0.0,0.1941560144409574
AEE,-0.002902178366730997,0.008894894802986006,-0.02164767199268697,0.019125469748042766
AEEI,0.0,0.0,0.0,0.0
AEF,-0.0021268208300286263,0.010192396468623797,-0.022564989557944313,0.010471339603724442
AEFC,0.00069362992630059,0.006944972501896644,-0.017181705910153004,0.013479125925535854
AEFSF,,,,
AEG,0.001180741700926037,0.010737319940041855,-0.016778981031203195,0.01825779116899641
AEGBF,,,,
AEGOF,0.0035434101687102705,0.008854863333193519,0.0,0.0323984102633791
AEGXF,0.0034944144418997437,0.014412976403548095,-0.03023140635256595,0.03523257519764158
AEGY,0.0,0.0,0.0,0.0
AEHL,-0.011744398863538433,0.06769584266322465,-0.10660970408393439,0.13205972345890363
AEHR,-0.024045468456395526,0.046092131552976236,-0.1842025281861589,0.026918701723732973
AEI,0.005311890674197804,0.08380685596091299,-0.21868918393493075,0.22959889162321376
AEIS,0.0005225269714462636,0.017140126209519324,-0.04023774646014398,0.027551565291146284
AELIY,,,,
AELTF,0.0,0.0,0.0,0.0
