Symbol,MeanLogReturn,StdLogReturn,MinLogReturn,MaxLogReturn
CUAEF,0.0042257904181917955,0.036311426227278835,-0.0743199693976422,0.1351378363308801
CUAUF,0.031336145016402646,,0.031336145016402646,0.031336145016402646
CUB,,,,
CUBA,0.0005858857650428607,0.00947384242193277,-0.015444308209867775,0.015094611283339934
CUBB,0.00295646734356535,0.020862634343498353,-0.025667769056748654,0.047291253764842646
CUBE,-0.004627651595695857,0.014609263040880211,-0.03147855799156547,0.016455823631311057
CUBI,0.000600758771321427,0.023071025543106225,-0.05077416216039658,0.034389487550150664
CUBI.PRE,,,,
CUBI.PRF,,,,
CUBT,0.002457951894310311,0.0782512818796723,-0.2088235396408099,0.1635847212968446
CUBWU,,,,
CUBWW,,,,
CUBXF,,,,
CUCHF,,,,
CUCSF,0.0,0.0,0.0,0.0
CUCSY,0.0,0.0,0.0,0.0
CUE,-0.0029193172477772187,0.04684093311738061,-0.09798039784173711,0.0876473140587142
CUEN,-0.006813580773688894,0.12949539717156064,-0.3760512296707306,0.2903957756897327
CUENW,,,,
CUEYF,0.0,0.0,0.0,0.0
CUGCF,0.0,0.0,0.0,0.0
CUGCY,0.0,0.0,0.0,0.0
CUGKF,,,,
CUII,0.0,0.0,0.0,0.0
CUIRF,0.0,0.0,0.0,0.0
CUK,-0.0024245884088265335,0.02632842933185765,-0.056748242653028344,0.04192641373971767
CUKPF,-0.00427512293067592,0.011821799023552251,-0.045732963601683725,0.0
CULL,0.0009212559388745445,0.017805972717458526,-0.05680323167333762,0.036016175493604065
CULMF,,,,
CULP,-0.007041043630853183,0.010091093793417254,-0.024739627417794816,0.013739209499866059
CULTF,-0.007579274688641055,0.04957168628782643,-0.0755317684036249,0.1341961136840914
CUOTF,,,,
CUPUF,0.0030192984280790224,0.025137786985341644,-0.06010390719051409,0.0870113769896297
CURB,,,,
CURE,0.0014756997876504956,0.012949988869289254,-0.02690661190673899,0.0245974243448667
CURHF,0.0,0.0,0.0,0.0
CURI,-0.0020753504380825686,0.036005738115804105,-0.08535988006789277,0.04740230640793522
CURIW,,,,
CURLF,0.01387926648974396,0.0394488684774515,-0.05595860075170521,0.06767903371444392
CURN,-0.00020148750312721917,0.017492690937720972,-0.05288074169293174,0.03908741956059597
CURR,,,,
CURV,-0.006616733162359477,0.04469332738006448,-0.08436704118169104,0.05775881924829186
CURYY,,,,
CURZ,0.0364814305557866,0.2734617497092917,-0.40546510810816444,1.0986122886681098
CUSI,0.004103240230568782,0.012423713198514645,0.0,0.051293272079379684
CUT,-0.0013924097143003108,0.007575883937363477,-0.015277176216106962,0.013566101974391216
CUTLF,0.0,0.0,0.0,0.0
CUTR,-0.010771510588715335,0.11853312367731872,-0.18616458364350547,0.29751199212484103
CUYRF,0.0,0.0,0.0,0.0
CUYTF,0.0,0.0,0.0,0.0
CUYTY,0.0009607075894900255,0.004187627296879578,0.0,0.018253444200310484
CUZ,-0.0024636363724181826,0.01649132384161836,-0.034166729569010484,0.021580466251966975
CVAC,-0.00726176599305354,0.037270052139459164,-0.06419316207532583,0.06936118890609763
CVALF,0.003008334699986879,0.044437397681524014,-0.09531015948455974,0.11778299426426876
CVAR,-0.0012843033366982995,0.007880833800902017,-0.017345781671320667,0.010195103928105572
CVAS,0.0,0.0,0.0,0.0
CVAT,0.0,0.0,0.0,0.0
CVBF,-0.0060812328839106086,0.017291001041930716,-0.03703125660462637,0.02544929702928776
CVCCF,,,,
CVCO,-0.00163265016805934,0.02707583105344499,-0.06334306486903948,0.04518898091288598
CVE,-0.00044630121012074683,0.018295771883425856,-0.03652010829368934,0.026208006971397604
CVE.WS,,,,
CVEO,-0.00014110225664952806,0.017604170282194062,-0.02779791437294486,0.03537786992569542
CVGI,-0.0010820409270326902,0.02253549104902441,-0.04553134196405903,0.035297818803971585
CVGRF,0.0,0.0,0.0,0.0
CVGW,-0.0039263857152197325,0.02767267184720019,-0.08923570874894943,0.03879013121054809
CVHIF,0.0,0.0,0.0,0.0
CVHL,0.0019140867946582892,0.15157390343381333,-0.3992033574010713,0.3880300064192863
CVHSY,0.007745138974240651,0.05517897833559163,-0.06252037329541112,0.19992525124421257
CVI,0.005360802243517001,0.022205956247207666,-0.04284977873646636,0.05819934568773063
CVIE,0.0006927365090021919,0.007283272910868003,-0.01705439610893657,0.011408022473366376
CVKD,0.04885615522980149,0.07677262528387936,-0.07550748073230022,0.20200663720302178
CVLC,0.002064079238076962,0.006276554414090058,-0.011349567076705043,0.015587229060305395
CVLG,0.005530155516000858,0.020102213625009635,-0.024935529547614795,0.037160759905987543
CVLT,0.007090326207711872,0.020415452283155385,-0.018882329300051914,0.07740621103765104
CVM,0.003040933996474128,0.037272612420046286,-0.08354749097630826,0.07197351445211475
CVMC,0.0005578084735008323,0.008428445060245402,-0.02040360612289714,0.01459432704347162
CVNA,-0.0053577527592024235,0.04303387831702146,-0.0802074607659895,0.07358310123260627
CVNZF,0.0,0.0,0.0,0.0
CVONF,-0.007027966632384528,0.039353220208323623,-0.13353136601530594,0.07410801309097848
CVOSF,,,,
CVPBF,-0.011820072729272301,0.034366931157406216,-0.1156302185398574,0.0
CVPUF,0.0,0.0,0.0,0.0
CVR,0.0013325171076132899,0.020707530228310643,-0.034413276685887555,0.054972025424715465
CVRD,-0.0001318834794578119,0.003477475902271809,-0.007168431862389499,0.005328208677826522
CVRT,0.0008331522907167314,0.007582527062679108,-0.014576440385813223,0.016959169059614646
CVRX,-0.008526218009136353,0.030288147741012378,-0.06984944552763636,0.05562855703616452
CVS,-0.004766293622875453,0.015899062243247684,-0.04123339738832223,0.015701834755216804
CVSB,0.00042245959650963767,0.001300555841327593,-0.0022056871652639514,0.0033958789101132198
CVSC,,,,
CVSE,0.0021303642298843395,0.005885692073359231,-0.009969599741136157,0.014979117808539296
CVSGF,0.0,0.0,0.0,0.0
CVSI,0.0,0.0,0.0,0.0
CVST,0.0,0.0,0.0,0.0
CVSY,,,,
CVTGF,0.0,0.0,0.0,0.0
CVU,-0.0015367961442198535,0.026644755898809668,-0.06376655774762746,0.05296548411810963
CVUEF,0.010898785453330668,0.06815544604412226,-0.13620162856710757,0.14667867746467325
CVV,0.0033274659970754495,0.024767742281511396,-0.048044232970226884,0.043296765522199646
CVVRF,0.0,0.0,0.0,0.0
CVVTF,-0.006639766492282493,0.028942071148566922,-0.12615556335336736,0.0
CVVUF,0.02945346332319416,0.08689175364694801,-0.13353136601530594,0.24116198585897786
CVWFF,0.005356984091757349,0.023350552298125302,0.0,0.10178269774338962
CVWLF,0.0,0.0,0.0,0.0
CVX,0.00022486135292800052,0.013451274523217777,-0.025746700575071606,0.02487442355541857
CVY,0.0007493738613134467,0.006508786420745492,-0.013290633726923197,0.010327103984890961
CW,0.0007263525526657204,0.010339540528091324,-0.018015240348246104,0.019032333532618698
CWAFF,-0.0028978860748457114,0.012631592550146198,-0.055059835422068513,0.0
CWAN,-0.0008992410004559125,0.01787130788248424,-0.03839543752283879,0.025236304140624964
CWB,2.9412006938750717e-05,0.004343754561448354,-0.010536025338192779,0.00699205736397398
CWBC,-0.0054328002868649465,0.015611858159788355,-0.03597330676873927,0.020495586946625684
CWBHF,-0.005883758047727267,0.02798277028505358,-0.06237031254175794,0.07232066331231923
CWBK,0.0006054651025166099,0.007205712012809946,-0.016529301951210582,0.016667052485211643
CWBR,0.012350316554539607,0.08276033748952366,-0.18786170555605627,0.19467645664972055
CWCO,-0.004102436446455618,0.016154535139082434,-0.037185461020184774,0.02277311012159596
CWD,-0.006348845484464513,0.03146923102389423,-0.08201317332212398,0.037178966985888275
CWEB,-0.012282109885456407,0.04230092108363197,-0.08143206135313993,0.0909357573354901
CWEN,-0.005225795970647329,0.014886223005957044,-0.02676413216877747,0.030508773687560335
CWEN.A,,,,
CWESF,0.023201916766102,0.08912398340495604,0.0,0.3894709573844945
CWGL,-0.0006357617279859035,0.015431830236034795,-0.02434908872744191,0.026757423563257946
CWGYF,-0.003229941414234238,0.06609713719784298,-0.15128132626320376,0.17320660420129352
CWH,-0.0028213214223985175,0.029552763852997568,-0.0790661374208419,0.03701078647259788
CWI,0.00011805489119094574,0.006857186268124078,-0.01769962286844454,0.009181386913516602
CWID,0.0,0.0,0.0,0.0
CWIR,0.0,0.0,0.0,0.0
CWK,-4.925387774707241e-05,0.021891731695361353,-0.049866468221422544,0.03547166498890249
CWLLF,,,,
CWLPF,-0.0018150602193996402,0.012853939639050694,-0.05218570446217314,0.01769956029357998
CWNOF,0.0,0.0,0.0,0.0
CWPE,0.018441087039648817,0.0934049264236405,-0.14107854597513017,0.26236422778770896
CWPS,-0.00048508711078547117,0.0021144456947279878,-0.009216655104923952,0.0
CWPWF,0.0,0.0,0.0,0.0
CWQXF,0.0,0.0,0.0,0.0
CWQXY,0.0,0.0,0.0,0.0
CWRN,,,,
CWS,0.0014404550360063142,0.007245561414423229,-0.013143248996579695,0.013725584027034816
CWSFF,,,,
CWSRF,0.001511636914092368,0.016999965455507488,-0.05158734747933508,0.038088842479286844
CWST,0.0011192086351209658,0.013514502280789058,-0.03338044038051161,0.02618749657582128
CWT,-0.006616619538182908,0.015204843584201625,-0.041263005494954354,0.01053102192023387
CWTC,0.0,0.0,0.0,0.0
CWVLF,0.0,0.0,0.0,0.0
CWVWF,0.007126561512005657,0.19016178348423238,-0.4187103740717672,0.4673405039001021
CWWBF,0.0,0.0,0.0,0.0
CWXZF,-0.000967359029964289,0.008888691994882188,-0.024980499368051225,0.01626050574209758
CWYUF,-0.0007634058407180644,0.011444827681563697,-0.017355151235297767,0.017410755373452293
CX,0.004884126059450849,0.021810075814606176,-0.05768310092976222,0.047928482049538666
CXAI,-0.0017117452725861502,0.06212822516762307,-0.08855331315409354,0.1910552458557139
CXAIW,,,,
CXBMF,0.002873899069592331,0.03100550907208418,-0.04191906013047471,0.06104946025548965
CXBS,,,,
CXBTF,,,,
CXCQ,0.006825147525168779,0.33589219534324727,-0.7554510219285444,0.8768118810787164
CXDO,0.018676369736885495,0.061003512492925974,-0.11686435669730592,0.10630455649703048
CXE,-0.0010248500532845331,0.0083957507789862,-0.016807102601408698,0.01947215101240628
CXGEF,0.01212655612810919,0.05285843269560183,0.0,0.23040456643407461
CXH,-0.0004204938118035552,0.005156333600879145,-0.010652617465897017,0.011992169194624033
CXIA,,,,
CXM,0.0044045592129172235,0.0190396351417942,-0.038001164564658955,0.04559935650667477
CXMSF,0.005334340744878745,0.033561095278223096,-0.05001044853181241,0.08923112500531162
CXOXF,-0.021867832363169446,0.13485664535885544,-0.25764857688269965,0.2366269021331116
CXRMF,,,,
CXSE,-0.006419919021976989,0.017159000661483678,-0.02625448585456616,0.0338060417535142
CXT,0.0021319296484820344,0.017803280172497955,-0.048448670435819595,0.02827047419426158
CXW,0.0004713852625755088,0.02175675342950316,-0.036639101796640906,0.0467507123198641
CXXIF,0.025468981423798987,0.0905074233423926,-0.14660350092840918,0.18005140365175892
CXXMF,0.0,0.0,0.0,0.0
CYAGF,0.0023827246457526017,0.032074874938055234,-0.07117632322172632,0.11644809149102575
CYAN,-0.0005947128736513189,0.029293303545389223,-0.054658426074659,0.054658426074658914
CYBA,0.0,0.0,0.0,0.0
CYBCF,-0.023966173498055545,0.08970920386452635,-0.2992238851173842,0.10982820035762346
CYBD,0.0,0.0,0.0,0.0
CYBF,0.0,0.0,0.0,0.0
CYBHF,,,,
CYBL,-0.00702797240938544,0.13059801099477708,-0.2513144898763147,0.21256141069624032
CYBN,-0.003961184329349536,0.039910811515809025,-0.0610877358935609,0.08191711834127237
CYBQF,0.00034740409466998165,0.0015142993412386875,0.0,0.006600677798729651
CYBQY,-0.0021485239359908454,0.009365198714762346,-0.04082195478382607,0.0
CYBR,0.0049248149646735784,0.012799879199694945,-0.02619453392875305,0.029184562621044248
CYCA,0.015141163750362485,0.11506215955198892,-0.2363887682608346,0.26570314143763396
CYCC,-0.009318550906008494,0.0896699821045336,-0.16378934282450003,0.24773822042756746
CYCCP,0.015173070035097219,0.033789450733823535,-0.04902942815751156,0.0814403106290162
CYCMF,,,,
CYCN,-0.012121686899172215,0.05093821463444047,-0.14420035841641018,0.09881096557043656
CYD,0.004055311459572019,0.018520133109247907,-0.022989495542170862,0.05598260785530402
CYDGF,,,,
CYDVF,-0.007641160267564788,0.044465176594897425,-0.08701137698962981,0.0666914109642506
CYDX,-0.006587534249761211,0.028714396081822142,-0.125163150745463,0.0
CYDY,-0.008553628098972074,0.06767696166171698,-0.11778309774455455,0.11778309774455455
CYFL,-0.0018469115690142126,0.011822574893980633,-0.049480043442002936,0.008608366291577263
CYFRF,-0.01174439939826913,0.1731255759777509,-0.35667495458241893,0.3566749545824188
CYFWF,0.0,0.0,0.0,0.0
CYFWY,0.0,0.0,0.0,0.0
CYGGF,0.0,0.0,0.0,0.0
CYGIY,0.0010801967278357245,0.006528099592285584,-0.012496008799223286,0.02314150667265149
CYGT,0.009595871410208137,0.0418274337523084,0.0,0.1823215567939546
CYH,0.010120669921685962,0.03392955612171732,-0.04507807759939194,0.06589999041009238
CYIO,0.017779283959217105,0.07530353037571362,-0.16321126097431018,0.195308744957368
CYJBF,0.004938581033389386,0.021526775649031004,0.0,0.09383303963439833
CYJBY,,,,
CYLC,0.0482258243171033,0.2596657133303709,-0.6931471805599453,0.6931471805599453
CYLTF,,,,
CYLYF,0.004771281323948167,0.07788441733795987,-0.22580664759729518,0.16081537426015877
CYMBF,0.0026823019156833458,0.01007941165953505,0.0,0.0440505041544958
CYMHF,-0.0051371507486319395,0.022789962985221776,-0.07951212511136253,0.028987486785316968
CYN,0.021586787001417643,0.11660228519428474,-0.15548492066608322,0.3468709064116645
CYNDF,,,,
CYNS,0.0,0.0,0.0,0.0
CYNXF,-0.006181956549038813,0.1744029144617973,-0.489754166393458,0.5318790448530477
CYPE,0.0,0.0,0.0,0.0
CYPJ,0.0,0.0,0.0,0.0
CYPMF,0.0,0.0,0.0,0.0
CYPS,0.0,0.0,0.0,0.0
CYPXF,0.0,0.0,0.0,0.0
CYRB,0.0,0.0,0.0,0.0
CYRBY,-0.001863257549019711,0.04125002970951366,-0.06585806087320017,0.07461084330659429
CYRD,,,,
CYRNQ,0.0,0.0,0.0,0.0
CYRS,,,,
CYRX,-0.0015196509902004162,0.029481199128460617,-0.06258083571887124,0.054623241845963344
CYSM,-0.0002561162194273929,0.0064400351499195665,-0.014598854977626939,0.014742243967924255
CYSNF,-0.0004985935316580084,0.04684618263377216,-0.12062803022460258,0.06997013292333383
CYSXF,0.0007099378598589632,0.0030945473873187613,0.0,0.013488819337320301
CYTH,0.004261529271068688,0.07433021146569592,-0.10178273322234523,0.25593334209169344
CYTHW,0.009953357320646925,0.0689549591980516,-0.09864913755138627,0.20438133763929112
CYTK,-0.003485266507911993,0.06324897224335733,-0.17927592793059155,0.1422682612495317
CYTO,-0.028848495764990763,0.04111448845961815,-0.08565545398099803,0.08223813110168947
CYVF,-0.0004367790955102584,0.012997010376970711,-0.037229354441768774,0.02788522963998861
CYVZF,,,,
CYYHF,-0.017571269891360014,0.0765913897661172,-0.33385412793584024,0.0
CYYNF,0.0,0.0,0.0,0.0
CYZN,0.0,0.0,0.0,0.0
CZA,-0.00021410858641913798,0.006605127597271709,-0.013552989761550002,0.010221951236271742
CZAR,,,,
CZASF,0.0,0.0,0.0,0.0
CZAVF,0.0,0.0,0.0,0.0
CZBC,-0.001020279678235653,0.0032240857294727,-0.010160958390219252,0.0033670034395804167
CZBS,0.002645622140060766,0.021221968424035217,-0.037365555140498184,0.049741551549256094
CZBT,-0.004293245657378164,0.01777246252477304,-0.06720877689271793,0.029555290718490123
CZFS,-0.0027888576712246506,0.012733740078280521,-0.02896344735848837,0.020581962686162275
CZGZF,0.0006228645985067444,0.010750879390976048,-0.028987536873252298,0.031049887745296646
CZMWF,-0.0005374409005246853,0.021768535918426552,-0.05173983402959318,0.05657477275330901
CZMWY,0.00014490519478631134,0.024123721026795057,-0.033353865423727064,0.07567708129792916
CZNB,0.0,0.0,0.0,0.0
CZNC,-0.0037584348815688654,0.02624071250221072,-0.03751022216367052,0.051664865322278195
CZNL,0.0003167428705538773,0.006650677517706008,-0.016738911607129318,0.022757026147652987
CZOOF,-0.04468713836756274,0.07717726538899763,-0.22926939917137168,0.09469637762880563
CZOWF,,,,
CZR,-0.004015782066575437,0.024563360326983644,-0.05994462657893137,0.051598751556117754
CZWI,0.003906926320954946,0.010062296989094091,-0.009413818533331996,0.024117589700880827
D,-0.003094563282433774,0.011131637227883103,-0.017256313870823197,0.02328283142270798
DAAT,0.0,0.0,0.0,0.0
DAC,0.002213187589673492,0.012695206986466541,-0.01812339438369374,0.02400164990537472
DACHF,0.0,0.0,0.0,0.0
DACLF,,,,
DADA,-0.029174249035776246,0.15545038627356797,-0.6138373472071467,0.1823215303030011
DADTF,0.0,0.0,0.0,0.0
DAFVF,0.0,0.0,0.0,0.0
DAGXF,-0.0007361173113588949,0.005659545980178147,-0.013986228915818995,0.013986228915818986
DAHSF,0.0,0.0,0.0,0.0
DAIDF,,,,
DAIHF,,,,
DAIO,0.0011604271419253895,0.030950173110807038,-0.04636587661703204,0.10908236666675615
DAIPF,0.0,0.0,0.0,0.0
DAIUF,0.002858177660205036,0.024702833774180918,-0.042362840857537096,0.09666821640143278
DAIYF,,,,
DAKT,-0.004635601411832523,0.031904768881009224,-0.08207261368172769,0.04836656735465262
DAL,-0.0012241988370021676,0.03229161764583744,-0.09396222397478213,0.05079570170402034
DALI,0.0019210719618542218,0.00857988322063729,-0.00860167853173582,0.016953480163868547
DALN,0.0015712099633064496,0.021516552674208746,-0.059650653210966645,0.03167682760120659
DALQF,0.0,0.0,0.0,0.0
DALXF,,,,
DAN,-0.0027091689720572213,0.021466352407447594,-0.060195187814600454,0.03364809117658211
DANOY,0.0015141056078974962,0.006316808861217591,-0.006010530580521904,0.014947947584734497
DANR,0.0,0.0,0.0,0.0
DAO,-0.0069272768259456725,0.03744424282535078,-0.09294617113846525,0.06513931593964857
DAPP,-0.01093244747281879,0.046033124222591516,-0.09378292736140673,0.08584360750595761
DAPR,0.0007852230128302096,0.001938282367274697,-0.003811451247487602,0.004856001368654593
DAR,-0.006553485739651939,0.019320285825770746,-0.04836759287358346,0.03576788307381716
DARE,-5.6606766058190546e-18,0.05061614211655211,-0.11641035588759699,0.09814709789994355
DARP,0.0014626897330003686,0.010785066246902189,-0.01574535459029646,0.027286125475017513
DARSF,,,,
DASH,0.004699903090152525,0.021869016961654972,-0.04613633837344601,0.04495479777209726
DASTF,0.005442753077664965,0.012121387307555957,-0.009885813145304534,0.027841129343748643
DASTY,0.005740772599327507,0.012318586814901514,-0.019134183700293645,0.02823472344146616
DAT,0.003091641677052927,0.01177525010311943,-0.0243953312855331,0.026342282496624878
DATI,0.0028661151702633093,0.030505226624721465,-0.061619336026110694,0.08121003166772729
DATS,-0.04779144907241356,0.20131986490581183,-0.6806470299033801,0.41732765075438094
DATSW,0.009897487607108992,0.5617719547387392,-1.0498221351423642,1.9005623873465922
DATWY,,,,
DAUG,0.0010925345220129529,0.0030619378463101177,-0.004260699855779497,0.007656366561269963
DAUGF,0.0,0.0,0.0,0.0
DAVA,-0.002043792226284455,0.019164057388308512,-0.03774032412891669,0.019381808403364984
DAVE,0.037209066981060156,0.0812859726727823,-0.12885150282716212,0.18401792723979313
DAVEW,,,,
DAWIF,0.0,0.0,0.0,0.0
DAWN,-7.254692087075821e-05,0.021325105793678897,-0.035042126665868506,0.04167269068883179
DAWUF,0.0,0.0,0.0,0.0
DAX,0.0003092924294352133,0.008557100764504968,-0.01815528446595218,0.014133359859160147
DAXXF,,,,
DAY,0.0026657552463542626,0.016880420270319968,-0.03640125612079631,0.03791031651302375
DB,-0.0019298429812784606,0.016493475976945966,-0.03942115912473149,0.02077224039309913
DBA,0.0024357000789041526,0.007010416219696936,-0.007251644806116513,0.014877061526917167
DBAW,0.0007805102697476068,0.004931557347969174,-0.009697417936403187,0.007698767473166287
DBB,-0.0003524417874367442,0.009393975350189168,-0.01678771246003033,0.025493768910237344
DBC,0.0016822666652009687,0.007358101845222153,-0.014565560413360587,0.012727389043345472
DBCCF,0.001751895558639162,0.034027290190919296,-0.05534263522815413,0.049761536869494305
DBD,0.003412999617818935,0.016842145401300756,-0.024483024569210615,0.037927039566762306
DBE,0.003182661413184508,0.012441278745596432,-0.02053458233421425,0.02891267317131657
DBEF,0.0015044638944549933,0.0050021659026775744,-0.008110323961739286,0.009724566259211614
DBEM,-0.001330152086531223,0.007763940779344557,-0.01580526869761997,0.0094531013657787
DBEU,0.0008715654780411594,0.006304506028906053,-0.010415353676106416,0.00955930305945077
DBEZ,0.00128632854083248,0.007220587355160956,-0.011563039613405202,0.013929506274207217
DBFLF,,,,
DBGF,0.0,0.0,0.0,0.0
DBGI,-0.012617799231053042,0.054800120759049206,-0.12683647175169946,0.08101596607183148
DBGIW,,,,
DBI,-0.0007064740760342072,0.02325729483705039,-0.04313950593682635,0.04710806086098223
DBIN,-0.0016609377808178261,0.010510692963574007,-0.02711013935505895,0.021021817333344153
DBJP,0.004189234501693129,0.008034858046718182,-0.008435117544436464,0.025914991670428277
DBKSF,0.030906893179801928,0.6394259124841039,-1.6044504165161668,2.1916813869324034
DBL,0.0004806549365105966,0.005057781352536809,-0.010416751156715455,0.009781598575028954
DBLVF,-0.0035609808192891804,0.03857093561464533,-0.053240527004562964,0.09055900972449461
DBMBF,-0.0004002416858804201,0.013414350152405715,-0.03457131149583322,0.02955877446462218
DBMF,0.0015466230207543538,0.004264805652335661,-0.00840017604154289,0.009167358971300126
DBMG,-0.0033967642703984845,0.014277678071912665,-0.06231879823249401,0.0
DBMM,-0.012295520095637624,0.15422319354704994,-0.3136575447155289,0.26236421969236834
DBMXF,0.0,0.0,0.0,0.0
DBND,-5.7111822894308154e-06,0.002785885023236978,-0.005973229575930836,0.004138958612470204
DBO,0.003641361071352766,0.012272696242609266,-0.02708648193883177,0.026420665343314442
DBOEF,-0.00045795323435452747,0.012091173964607098,-0.02519024882855852,0.016209670759686493
DBOEY,-0.0003928715261196495,0.009306605766812052,-0.01649624620101743,0.016496246201017396
DBORF,-0.01496601515413038,0.06523534764435263,-0.2843542879284772,0.0
DBOXF,-2.921639538487254e-18,0.05138356881215833,-0.154150706436475,0.15415070643647494
DBP,-0.0007337368369593787,0.006785983347256373,-0.01211154213703485,0.010791158294771314
DBRG,0.0063528593362355106,0.022633663661858098,-0.023135769888081307,0.06091370019235075
DBRG.PRH,,,,
DBRG.PRI,,,,
DBRG.PRJ,,,,
DBRM,0.03648143055578659,0.15901886910847063,0.0,0.6931471805599453
DBRTF,0.0,0.0,0.0,0.0
DBSDF,-0.002778095675726515,0.01730402381057707,-0.030102658356184486,0.030102658356184468
DBSDY,-0.0028646396580660773,0.008663445300097055,-0.020451858283486737,0.009945162587552589
DBVT,-0.004463468644942188,0.036080759474496876,-0.07337721932976964,0.04706753644646394
DBVTF,,,,
DBX,0.006426040488178358,0.013341530911443312,-0.014233874859159919,0.02774783543301522
DBXKF,,,,
DBXRF,,,,
DBXVF,,,,
DBXXF,,,,
DC,-0.007843975695959524,0.035517822617535375,-0.09408644999421638,0.05608952500524168
DC.WS,,,,
DCAC,0.0,0.0,0.0,0.0
DCAP,,,,
DCBO,0.0006864834914140938,0.02148236065780834,-0.03784832808556271,0.0392031382132025
DCCPF,0.0015307443607931047,0.009072700698005325,-0.022629862796470196,0.026692220553706333
DCCPY,0.0,0.0,0.0,0.0
DCF,0.0012652418822068183,0.0057738955734743915,-0.01203377078674266,0.010955697032335924
DCFCQ,-0.030936142132642532,0.04679471721196123,-0.12074161487877465,0.05217084218643825
DCFWQ,,,,
DCGO,-0.021903178253245902,0.12187457378489425,-0.4712570128668052,0.13728689004844818
DCHCF,0.0,0.0,0.0,0.0
DCHIF,0.010928388374014983,0.039455203821097615,0.0,0.1698989747072264
DCHIY,-0.0027603429227835673,0.024352232523887483,-0.09237332295855996,0.04725284047984164
DCHLF,,,,
DCHRF,0.0,0.0,0.0,0.0
DCI,0.0003077856660602518,0.008782861414704577,-0.018695056913680487,0.011387142273172054
DCLIF,0.008165204470149326,0.044352880868018627,-0.06899290696590589,0.11739848053377924
DCLT,0.007027972409385437,0.274664277824858,-0.6466271346873059,0.6931471805599453
DCMDF,0.00021308403727637905,0.016886216025631066,-0.03427746913767237,0.02884812788038816
DCMJF,0.0,0.0,0.0,0.0
DCMT,,,,
DCNNF,-0.016508557123241407,0.0502123655121439,-0.0993182310150666,0.04182292165459337
DCNSF,0.003581419150302225,0.015611044150628701,0.0,0.06804696385574227
DCO,-0.002845083815951911,0.017625455227315356,-0.03829924160237926,0.029841038585405304
DCOHF,0.0036312056297845203,0.015828058383446694,0.0,0.06899290696590589
DCOM,-0.004655658948804912,0.024208720556213224,-0.04781299236745822,0.04338989682116896
DCOMG,,,,
DCOMP,0.002236272366910505,0.009787266565330657,-0.014077126080011286,0.024391482784226072
DCOR,0.0015013516464447766,0.006460671612103423,-0.012098434360566162,0.012731079442438708
DCPXF,0.0,0.0,0.0,0.0
DCRE,0.00036580218632386175,0.0007315813636828024,-0.0007854890578680867,0.001740181767510761
DCSX,-0.003879576491197853,0.016910681868867555,-0.0737119533327592,0.0
DCTH,0.004128875883201522,0.03959337685470297,-0.051173907267844945,0.09840198892697671
DCTIF,-0.02287965832838411,0.06055290862720815,-0.2421400321136038,0.0024782656764160108
DCYHF,0.0,0.0,0.0,0.0
DCYHY,0.0,0.0,0.0,0.0
DD,-0.010950853433894861,0.03500820953953228,-0.15134308389541926,0.009590119909537752
DDC,-0.024645576256774503,0.08896809522200887,-0.20157939418691,0.11482129681237047
DDCCF,,,,
DDCIU,,,,
DDD,-0.011530881818021362,0.03829585487477642,-0.10085399935428435,0.05180445701037145
DDDX,-0.021340268847798136,0.25189955480935566,-0.40546510810816444,0.4054651081081644
DDEC,0.001075271689135198,0.0033871406723786426,-0.0042212396021109955,0.00851407690294198
DDEJF,-0.007243228283954803,0.02448590111295386,-0.04725284047984155,0.03125251439316623
DDHLY,,,,
DDHRF,0.0048547994736674975,0.05361493457628483,-0.09971352500096671,0.16722701694689365
DDI,0.008499338307772872,0.025086549315080746,-0.035371676580296586,0.054129536348141764
DDIV,0.0004783394862466227,0.006634443291048871,-0.010603137495711758,0.010499481557313322
DDL,-0.0056243750611934835,0.06381504881446227,-0.10367842112685235,0.11607223406059912
DDLS,1.606678579431629e-05,0.007129478832282212,-0.017215345587095535,0.010578880746054505
DDM,0.0018011089336492892,0.009729138687354344,-0.01538001840116941,0.02080500452907623
DDMGF,,,,
DDNFF,-0.05782170071070408,0.17971139757995785,-0.6931471805599453,0.0
DDOG,0.005116845627469675,0.022625333772039406,-0.05112598516246235,0.038925872550534896
DDOHF,,,,
DDOSF,,,,
DDPXF,,,,
DDRLF,,,,
DDS,-0.0010259761131659394,0.02706192498228623,-0.06141389648765976,0.075570989166065
DDT,-0.0004680192901505028,0.003818999900061927,-0.012045977020512107,0.005797176655986745
DDWM,0.00032822856520575407,0.0063937849079444085,-0.013998143201008005,0.00904139935098936
DDWWF,0.0,0.0,0.0,0.0
DE,-0.0005251077935724873,0.009155723588991395,-0.01903715605613224,0.011773589519313378
DEA,-0.004370109175081625,0.0123619784379946,-0.02658723886319097,0.018648541458224085
DEC,-0.015141165839131242,0.04725667993030075,-0.11065826960751265,0.06488763495750291
DECA,-0.04546060889198421,0.11607334529833999,-0.4348995472249871,0.14682264394382954
DECAU,-0.0411611698604892,0.14947716779485234,-0.5317032215355719,0.13055071655575348
DECAW,,,,
DECK,0.007251419946583688,0.016915935676262112,-0.030096455084341386,0.048550019843182815
DECN,0.0,0.0,0.0,0.0
DECO,,,,
DECP,,,,
